Acc_Species_Name,0100_Food,0200_Food_Additives,0200_Spices/Herbs,0300_Forage,0300_Fodder,0400_Honey,0500_InvFood,0600_Timber,0600_EssentialOil,0600_Dye,0600_Gum,0600_Fibre,0600_Lipid,0600_Wax,0600_CarvedMaterial,0600_BarkProducts,0600_Cosmetic,0600_Pesticide/Fertilizer,0600_Oil,0600_Chemical,0600_Latex/Rubber,0600_Beads,0600_Basket,0600_Cane,0600_WrappingPaper,0600_Alcohol,0700_Fuels,0700_Fuels,0800_SocialUse,0900_VertPoison,1000_InvertPoison,1100_Medicine,1100_TraditionalMedicine,1200_Agrooforestry,1200_Shade,1200_Barrier,1200_SoilImprover,1200_ErosionControl,1200_Revegetator,1200_Phytoremedy,1200_LandscapeImprover,1200_GreenManure,1200_Mulches,1200_LandReclamation,1200_SoilConservation,1200_Amenity ,1200_Lawn/Turf,1200_PollutionControl,1200_OrnamentalUse,1300_GeneSource,1300_ResearchModel,Source
Sesbania cinerascens Baker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sesbania sesban (L.) Merr.,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Sesbania speciosa Taub.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,ENVIS
Sesuvium portulacastrum (L.) L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Setaria palmifolia (J.Koenig) Stapf,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,GRIN;CABI
Setaria parviflora (Poir.) M.Kerguelen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setaria poiretiana (Schult.) Kunth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setaria sphacelata (Schumach.) Stapf & C.E.Hubb. ex Moss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setaria verticillata (L.) P.Beauv.,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Sida acuta Burm.f.,,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Sida cordata (Burm.f.) Borss.Waalk.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Sida cordifolia L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Sida linifolia Juss. ex Cav.,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,CABI-ISC
Sida rhombifolia L.,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Sida spinosa L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVIS
Sidastrum micranthum (A.St.-Hil.) Fryxell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sigesbeckia orientalis L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVIS
Silene armeria L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Silene conoidea L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,GRIN
Silene coronaria (Desr.) Clairv. ex Rchb.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Silene gallica L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN;CABI
Silene latifolia Poir.,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Silene noctiflora L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silene vulgaris (Moench) Garcke,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);GRIN"
Silybum marianum (L.) Gaertn.,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,1,,1,,,,,,,,,,,,,,,,,1,,,ENVIS
Sinapis arvensis L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,GRIN
Sinningia cardinalis (Lehm.) H.E.Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinningia douglasii (Lindl.) Chautems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinningia speciosa (Lodd.) Hiern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Sinningia tubiflora (Hook.) Fritsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sisymbrium loeselii L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Sisymbrium officinale (L.) Scop.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,GRIN
Sisymbrium volgense M.Bieb. ex E.Fourn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sisyrinchium palmifolium L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sisyrinchium rosulatum E.P.Bicknell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sixalix atropurpurea (L.) Greuter & Burdet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Smithiantha zebrina (Regel) Kuntze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solandra grandiflora Sw.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solandra maxima (Sessé & Moc.) P.S.Green,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Solanum aethiopicum L.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,GRIN
Solanum americanum Mill.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Solanum anguivi Lam.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Solanum asperolanatum Ruiz & Pav.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanum aureitomentosum Bitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Solanum barbisetum Nees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanum bonariense L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,GRIN
Solanum carolinense L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,ENVIS
Solanum dulcamara L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,ENVIS
Solanum elaeagnifolium Cav.,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,GRIN;CABI
Solanum erianthum D.Don,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Solanum flaccidum Vell.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanum glaucophyllum Desf.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,GRIN
Solanum laxum Spreng.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Solanum mammosum L.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,1,,,GRIN
Solanum marginatum L.f.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,GRIN
Solanum mauritianum Scop.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ENVIS
Solanum myriacanthum Dunal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Solanum nigrum L.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);GRIN"
Solanum pseudocapsicum L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,ENVIS
Solanum seaforthianum Andrews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,ENVIS
Solanum sisymbriifolium Lam.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ENVIS
Solanum torvum Sw.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Solanum triquetrum Cav.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanum tuberosum L.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);GRIN"
Solanum viarum Dunal,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Solidago canadensis L.,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,1,,,GRIN;CABI
Solidago chilensis Meyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solidago gigantea Aiton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,GRIN
Solidago nemoralis Aiton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,GRIN
Soliva anthemifolia (Juss.) Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonchus arvensis L.,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Sonchus asper (L.) Hill,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Sonchus oleraceus (L.) L.,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Sonchus wightianus DC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVIS
Sophora davidii (Franch.) Pavol.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Sophora secundiflora (Ortega) DC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,GRIN
Sorbus domestica L.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,GRIN
Sorghum arundinaceum (Desv.) Stapf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,GRIN
Sorghum bicolor (L.) Moench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Sorghum halepense (L.) Pers.,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Sorghum purpureosericeum (A.Rich.) Schweinf. & Asch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparganium erectum L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,GRIN
Spartina alterniflora Loisel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spergula arvensis L.,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Spermacoce alata Aubl.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spermacoce articularis L.f.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Spermacoce pusilla Wall.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spermacoce remota Lam.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spermacoce verticillata L.,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,GRIN;CABI
Sphaeranthus africanus L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVIS
Sphaeranthus senegalensis DC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVIS
Sphagneticola calendulacea (L.) Pruski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sphagneticola trilobata (L.) Pruski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,1,,1,,,,1,1,,,1,,,GRIN;CABI
Spigelia anthelmia L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,GRIN
Spiraea cantoniensis Lour.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiraea japonica L.f.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Spiraea nipponica Maxim.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Sporobolus africanus (Poir.) Robyns & Tournay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,CABI-ISC
Sporobolus diandrus (Retz.) P.Beauv.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.)"
Sprekelia formosissima (L.) Herb.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stachytarpheta cayennensis (Rich.) Vahl,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,GRIN;CABI
Stachytarpheta jamaicensis (L.) Vahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,ENVIS
Stachytarpheta mutabilis (Jacq.) Vahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,ENVIS
Stachytarpheta urticifolia (Salisb.) Sims,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,ENVIS
Stapelia gigantea N.E.Br.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Stapelia grandiflora Masson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Stellaria media (L.) Vill.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Stemodia verticillata (Mill.) Hassl.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,UTP
Stenocarpus salignus R.Br.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stenotaphrum secundatum (Walter) Kuntze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,GRIN;CABI
Steriphoma paradoxum (Jacq.) Endl.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stewartia pseudocamellia Maxim.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,GRIN
Stigmaphyllon ciliatum (Lam.) A.Juss.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Stigmaphyllon emarginatum (Cav.) A.Juss.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stipagrostis hirtigluma (Steud. ex Trin. & Rupr.) De Winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stipagrostis plumosa Munro ex T.Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stokesia laevis (Hill) Greene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Strelitzia reginae Banks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Streptosolen jamesonii (Benth.) Miers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Striga gesnerioides (Willd.) Vatke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVIS
Strobilanthes lanata Nees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strophanthus gratus (Wall. & Hook.) Baill.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,GRIN
Struchium sparganophorum (L.) Kuntze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stuckenia filiformis (Pers.) Börner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stuckenia pectinata (L.) Börner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stylosanthes fruticosa (Retz.) Alston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVIS
Stylosanthes guianensis (Aubl.) Sw.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stylosanthes hamata (L.) Taub.,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRIN
Stylosanthes humilis Kunth,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,GRIN
Swietenia mahagoni (L.) Jacq.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Syagrus romanzoffiana (Cham.) Glassman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Symphyotrichum cordifolium (L.) G.L.Nesom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Symphyotrichum laeve (L.) Á.Löve & D.Löve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Symphytum officinale L.,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,ENVIS
Synedrella nodiflora (L.) Gaertn.,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Syzygium jambos (L.) Alston,1,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Tabernaemontana amygdalifolia Jacq.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVIS
Tabernaemontana citrifolia L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tagetes erecta L.,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Tagetes lucida Cav.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,GRIN
Tagetes minuta L.,1,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Talinum fruticosum (L.) Juss.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Talinum paniculatum (Jacq.) Gaertn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Tamarindus indica L.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,1,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Tanacetum cinerariifolium (Trevir.) Sch.Bip.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.)"
Tanacetum parthenium (L.) Sch.Bip.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,ENVIS
Taraxacum campylodes G.E.Haglund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tarlmounia elliptica (DC.) H.Rob., S.C.Keeley, Skvarla & R.Chan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taxillus tomentosus Tiegh.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVIS
Tecoma capensis (Thunb.) Lindl.,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,1,,,1,,,ENVIS
Tecoma stans Griseb.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,ENVIS
Tephrosia purpurea (L.) Pers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Teramnus labialis (L.f.) Spreng.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,"Book (Pullaiah, T., et al. 2016. Ethnobotany of India, Volume 1-5. - CRC Press.);ENVIS"
Tetradenia riparia (Hochst.) Codd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,GRIN
Tetragonia tetragonioides (Pall.) Kuntze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teucrium fruticans L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
Thalia geniculata L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thrinax parviflora Sw.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,GRIN
